Postcode,1-room,2-room,3-room,4-room,5-room,Executive,HUDC,Multi-generation,Studio Apartment,Type S1,Type S2,X,Y,Latitude,Longitude
85101,0,0,0,0,0,0,0,0,0,176,88,28851.08819,28922.87609,1.27784271,103.8409659
85201,0,0,0,0,0,0,0,0,0,176,88,28899.7792,28918.08794,1.277799407,103.8414034
85301,0,0,0,0,0,0,0,0,0,176,88,28929.07685,28879.35225,1.277449094,103.8416667
85401,0,0,0,0,0,0,0,0,0,176,88,28908.94501,28820.8736,1.276920234,103.8414858
85501,0,0,0,0,0,0,0,0,0,176,88,28872.25746,28787.86124,1.276621683,103.8411561
85601,0,0,0,0,0,0,0,0,0,176,88,28876.22281,28717.68072,1.275986995,103.8411918
85701,0,0,0,0,0,0,0,0,0,176,88,28885.44292,28667.40199,1.275532291,103.8412746
50004,0,0,248,0,2,0,0,0,0,0,0,29067.24185,29360.52226,1.281800622,103.8429082
50005,430,0,0,0,0,0,0,0,0,0,0,29126.13341,29293.81798,1.28119737,103.8434373
50032,0,86,38,3,0,0,0,0,0,0,0,29030.58238,29698.65844,1.284858609,103.8425788
50034,0,0,310,0,5,0,0,0,0,0,0,28999.92876,29850.87634,1.286235215,103.8423033
50532,0,0,116,0,2,0,0,0,0,0,0,29409.7631,29625.12001,1.284193538,103.8459859
50533,0,0,124,0,3,0,0,0,0,0,0,29342.32279,29666.27745,1.284565755,103.8453799
50535,0,0,114,0,3,0,0,0,0,0,0,29436.10478,29668.96062,1.284590016,103.8462225
50536,0,0,114,0,8,0,0,0,0,0,0,29368.85222,29710.18046,1.284962797,103.8456183
50538,0,0,122,0,4,0,0,0,0,0,0,29385.31274,29737.75741,1.285212192,103.8457662
51335,0,0,156,4,1,0,0,0,0,0,0,29060.28206,29395.42915,1.282116308,103.8428456
52335,0,0,0,131,0,0,0,0,0,0,0,29127.34168,29422.87277,1.282364496,103.8434482
80003,0,0,62,0,33,0,0,0,0,0,0,28599.35415,28853.72087,1.277217301,103.838704
80004,0,0,60,0,34,0,0,0,0,0,0,28753.11859,28816.76414,1.276883074,103.8400856
80005,0,0,60,0,34,0,0,0,0,0,0,28683.39205,28794.78883,1.276684338,103.8394591
80006,0,0,62,0,33,0,0,0,0,0,0,28608.8293,28793.62463,1.276673811,103.8387891
80007,0,0,120,0,0,0,0,0,0,0,0,28596.73576,28821.32728,1.276924344,103.8386805
80008,0,0,0,96,0,0,0,0,0,0,0,29068.24705,28859.834,1.277272573,103.8429172
80009,0,0,29,87,29,0,0,0,0,0,0,28655.36517,28641.91493,1.275301801,103.8392073
80011,0,0,29,87,29,0,0,0,0,0,0,28707.03171,28545.07878,1.274426047,103.8396715
80012,0,0,29,87,29,0,0,0,0,0,0,28751.40824,28550.62003,1.27447616,103.8400703
80013,0,0,29,87,29,0,0,0,0,0,0,28797.60781,28575.30938,1.27469944,103.8404854
80016,0,0,29,87,29,0,0,0,0,0,0,28772.6293,28489.11467,1.273919926,103.8402609
80017,0,0,0,58,58,0,0,0,0,0,0,28726.2566,28479.78674,1.273835569,103.8398443
80018,0,0,29,87,29,0,0,0,0,0,0,28678.73971,28487.07098,1.273901446,103.8394173
80019,0,0,0,58,58,0,0,0,0,0,0,28632.66803,28485.09115,1.273883542,103.8390033
80101,0,0,0,76,0,0,0,0,0,0,0,28303.51902,28635.23696,1.275241413,103.8360458
80102,0,0,0,76,0,0,0,0,0,0,0,28324.62918,28578.65778,1.27472973,103.8362355
80103,0,0,0,0,92,2,0,0,0,0,0,28218.27118,28571.05443,1.274660969,103.8352798
80104,0,0,0,0,92,2,0,0,0,0,0,28173.63859,28545.24377,1.274427547,103.8348788
80105,0,0,0,0,92,2,0,0,0,0,0,28129.50154,28475.93647,1.273800756,103.8344822
80106,0,0,0,0,92,2,0,0,0,0,0,28082.30909,28450.05998,1.273566738,103.8340582
80107,0,0,0,0,92,2,0,0,0,0,0,28177.98789,28453.18046,1.273594959,103.8349179
80109,0,0,0,0,88,4,0,0,0,0,0,28371.0666,28501.49237,1.274031873,103.8366527
80333,0,126,0,0,0,0,0,0,0,0,0,29017.74428,29244.16578,1.280748337,103.8424634
80334,0,0,0,88,0,0,0,0,0,0,0,29003.55701,29339.04728,1.281606412,103.8423359
81001,0,0,62,0,33,0,0,0,0,0,0,28743.72096,28876.85814,1.277426543,103.8400012
81002,0,0,60,0,34,0,0,0,0,0,0,28669.11728,28875.72572,1.277416303,103.8393308
81003,0,0,162,0,3,0,0,0,0,0,0,29014.17444,28677.01078,1.275619186,103.8424313
81004,0,0,188,0,11,0,0,0,0,0,0,29048.66757,28708.63701,1.275905201,103.8427412
81005,0,0,164,0,2,0,0,0,0,0,0,29078.14589,28745.71492,1.27624052,103.8430061
81007,0,0,0,96,0,0,0,0,0,0,0,29090.56884,28842.97679,1.277120122,103.8431177
81008,0,0,29,87,29,0,0,0,0,0,0,28635.92956,28697.11516,1.275801013,103.8390326
81110,0,0,0,0,88,4,0,0,0,0,0,28345.20109,28457.9658,1.273638234,103.8364203
82001,0,0,158,0,5,0,0,0,0,0,0,29009.92957,28674.46836,1.275596193,103.8423932
82002,0,0,190,0,10,0,0,0,0,0,0,29033.54262,28634.732,1.275236831,103.8426053
90001,0,0,146,0,2,0,0,0,0,0,0,26283.76531,29101.33564,1.279456601,103.8178976
90003,264,0,0,0,0,0,0,0,0,0,0,26242.48024,29014.1196,1.278667847,103.8175266
90004,264,0,0,0,0,0,0,0,0,0,0,26344.47732,29024.29993,1.27875992,103.8184431
90005,0,0,138,0,6,0,0,0,0,0,0,26430.98437,29020.3308,1.278724029,103.8192204
90006,0,0,132,0,4,0,0,0,0,0,0,26349.03244,28955.84226,1.278140813,103.818484
90007,260,0,2,0,0,0,0,0,0,0,0,26449.19437,28980.23008,1.278361373,103.819384
90008,0,0,65,0,1,0,0,0,0,0,0,26444.44109,28917.6467,1.277795391,103.8193413
90010,0,0,65,0,1,0,0,0,0,0,0,26492.08825,28910.58527,1.277731532,103.8197694
90012,0,0,164,0,2,0,0,0,0,0,0,26463.90319,28850.20363,1.27718546,103.8195162
90013,0,0,168,0,7,0,0,0,0,0,0,26570.64771,28957.90345,1.278159465,103.8204753
90014,0,0,0,25,49,0,0,0,0,0,0,26570.01714,28873.42175,1.277395442,103.8204697
90015,0,0,172,0,4,0,0,0,0,0,0,26602.55934,28836.37973,1.277060448,103.8207621
90016,0,0,174,0,4,0,0,0,0,0,0,26685.20053,28946.20272,1.278053652,103.8215046
90017,0,0,0,87,58,0,0,0,0,0,0,26707.21438,28914.60146,1.277767863,103.8217024
90018,0,0,166,0,8,0,0,0,0,0,0,26799.96789,28930.30098,1.277909847,103.8225358
90019,364,0,0,0,0,0,0,0,0,0,0,26813.00858,28880.86746,1.277462788,103.822653
90020,0,0,170,0,5,0,0,0,0,0,0,26720.1576,28820.40111,1.276915948,103.8218187
90021,0,0,148,0,4,0,0,0,0,0,0,26617.70232,28786.34421,1.276607945,103.8208981
90022,0,0,142,0,7,0,0,0,0,0,0,26497.92879,28780.9566,1.276559216,103.8198219
90023,0,0,0,130,0,0,0,0,0,0,0,26611.17981,28728.0468,1.276080724,103.8208395
90024,0,0,0,130,0,0,0,0,0,0,0,26591.26045,28653.82544,1.275409491,103.8206605
90025,0,0,0,0,96,0,0,0,0,0,0,26428.08584,28756.37425,1.276336898,103.8191944
90026,0,0,0,0,96,0,0,0,0,0,0,26391.61078,28795.77759,1.276693247,103.8188666
90027,0,0,0,156,0,0,0,0,0,0,0,26681.80123,28549.79293,1.274468661,103.8214741
90028,0,0,140,0,2,0,0,0,0,0,0,26614.22953,28492.179,1.273947618,103.8208669
90029,0,154,0,0,0,0,0,0,0,0,0,26641.70075,28463.94003,1.273692236,103.8211138
90030,0,0,110,0,5,0,0,0,0,0,0,26545.33511,28385.77502,1.272985334,103.8202479
90031,0,0,112,0,4,0,0,0,0,0,0,26610.42266,28320.75585,1.272397327,103.8208327
90032,0,0,134,0,5,0,0,0,0,0,0,26702.80978,28401.88706,1.273131053,103.8216629
90033,0,0,164,0,6,0,0,0,0,0,0,26760.80932,28537.99453,1.274361964,103.822184
90034,0,0,0,156,0,0,0,0,0,0,0,26793.8609,28444.65121,1.273517801,103.822481
90035,0,0,28,0,0,0,0,0,0,0,0,26754.04673,28389.83048,1.273022019,103.8221232
90037,0,0,0,0,96,0,0,0,0,0,0,26837.78437,28351.18922,1.272672565,103.8228757
90038,0,0,28,0,0,0,0,0,0,0,0,26763.73684,28313.59868,1.272332606,103.8222103
90039,0,0,0,0,96,0,0,0,0,0,0,26796.90289,28248.87236,1.271747245,103.8225083
90040,0,0,0,168,0,0,0,0,0,0,0,26878.90134,28287.79662,1.272099266,103.8232451
90041,0,182,0,0,0,0,0,0,0,0,0,26850.7437,28218.43151,1.271471951,103.8229921
90042,0,0,148,0,4,0,0,0,0,0,0,26816.60783,28157.25698,1.270918709,103.8226854
90043,0,0,152,0,2,0,0,0,0,0,0,26877.88334,28097.63514,1.270379512,103.823236
90101,0,0,90,50,0,0,0,0,0,0,0,27150.27978,28217.39268,1.271462566,103.8256835
90102,0,0,93,54,0,0,0,0,0,0,0,27260.24873,28266.69303,1.271908423,103.8266717
90103,0,0,68,50,1,0,0,0,0,0,0,27129.36482,28286.28304,1.272085585,103.8254956
90104,0,0,88,44,0,0,0,0,0,0,0,27143.82054,28320.88746,1.272398536,103.8256255
90105,0,0,96,48,0,0,0,0,0,0,0,27041.15544,28330.22885,1.272483013,103.824703
90106,0,0,51,72,0,0,0,0,0,0,0,27143.96785,28386.21887,1.27298937,103.8256268
90107,0,0,84,60,0,0,0,0,0,0,0,27019.51495,28398.6351,1.273101655,103.8245086
90108,0,0,55,121,0,0,0,0,0,0,0,27112.69439,28426.90428,1.273357314,103.8253458
90109,0,0,99,61,0,2,0,0,0,0,0,27108.79261,28490.16252,1.273929399,103.8253108
90110,0,0,53,121,0,1,0,0,0,0,0,27303.21313,28476.31334,1.273804157,103.8270577
90111,0,0,0,114,45,0,0,0,0,0,0,27323.45854,28541.88684,1.274397181,103.8272396
90112,0,0,99,73,0,0,0,0,0,0,0,27178.0351,28556.4106,1.274528526,103.8259329
90113,0,0,0,160,0,0,0,0,0,0,0,27289.25381,28583.12515,1.274770125,103.8269323
90114,0,0,0,132,45,0,0,0,0,0,0,27172.945,28616.48513,1.275071819,103.8258872
90115,0,0,0,136,45,0,0,0,0,0,0,27291.24753,28647.46735,1.275352014,103.8269502
91014,0,0,0,51,24,0,0,0,0,0,0,26598.9988,28913.76583,1.277760301,103.8207301
91017,0,0,0,116,58,0,0,0,0,0,0,26696.25867,28872.00194,1.277382607,103.821604
100044,0,0,234,0,3,0,0,0,0,0,0,25503.59692,28211.46086,1.271408833,103.8108875
100045,0,318,0,2,0,0,0,0,0,0,0,25355.90288,28249.96848,1.271757071,103.8095604
100046,0,0,19,0,0,0,0,0,0,0,0,25388.38003,28242.61935,1.271690611,103.8098523
100047,0,0,102,0,4,0,0,0,0,0,0,25415.61316,28281.72504,1.272044271,103.810097
100048,0,0,0,0,96,0,0,0,0,0,0,25466.53956,28315.16535,1.272346698,103.8105545
100049,0,0,0,0,96,0,0,0,0,0,0,25522.88611,28299.14454,1.272201815,103.8110608
100050,0,0,0,168,0,0,0,0,0,0,0,25420.80161,28397.40159,1.27309041,103.8101436
100051,0,0,0,168,0,0,0,0,0,0,0,25420.99965,28444.17141,1.273513379,103.8101453
100052,0,0,0,0,76,0,0,0,0,0,0,25543.61196,28481.38556,1.273849941,103.8112471
100053,0,0,0,0,76,0,0,0,0,0,0,25564.13413,28530.93473,1.274298048,103.8114314
100054,0,0,116,24,2,0,0,0,0,0,0,25620.96878,28453.43665,1.273597187,103.8119421
100055,0,0,130,22,1,0,0,0,0,0,0,25644.05024,28493.59433,1.27396036,103.8121495
100056,0,0,0,140,0,0,0,0,0,0,0,25675.16436,28525.92396,1.27425274,103.8124291
100057,0,0,0,140,0,0,0,0,0,0,0,25692.69437,28568.00578,1.274633315,103.8125866
100058,0,0,0,120,0,0,0,0,0,0,0,25784.11688,28600.02891,1.274922927,103.8134081
100059,0,0,0,120,0,0,0,0,0,0,0,25804.1761,28647.63182,1.275353433,103.8135883
100060,0,0,172,20,2,2,0,0,0,0,0,25644.907,28727.85787,1.276078958,103.8121572
100061,0,0,160,19,3,1,0,0,0,0,0,25628.19926,28686.50857,1.275705008,103.8120071
100062,0,0,126,22,1,2,0,0,0,0,0,25527.98902,28635.69183,1.275245431,103.8111067
100063,0,0,128,22,1,1,0,0,0,0,0,25509.59195,28589.89743,1.274831282,103.8109414
100064,0,0,164,22,2,4,0,0,0,0,0,25464.42274,28553.97336,1.274506393,103.8105355
100065,0,0,124,20,0,0,0,0,0,0,0,25452.02173,28504.86843,1.274062304,103.8104241
100066,0,0,0,0,76,0,0,0,0,0,0,25363.94187,28512.68335,1.274132973,103.8096326
100067,0,0,0,0,76,0,0,0,0,0,0,25363.95934,28568.37063,1.274636589,103.8096328
100068,0,0,0,112,0,0,0,0,0,0,0,25420.23663,28626.15309,1.275159158,103.8101385
100069,0,0,0,112,0,0,0,0,0,0,0,25439.77431,28673.06653,1.275583428,103.810314
100072,0,0,0,0,76,0,0,0,0,0,0,25359.19316,28732.1749,1.276117977,103.80959
100073,0,0,0,0,76,0,0,0,0,0,0,25314.6116,28690.20807,1.27573844,103.8091894
100074,0,0,0,0,76,0,0,0,0,0,0,25269.537,28648.71981,1.275363231,103.8087844
100075,0,0,158,24,3,2,0,0,0,0,0,25259.62832,28597.13429,1.274896709,103.8086953
100076,0,240,0,0,0,0,0,0,0,0,0,25264.79455,28540.40159,1.274383638,103.8087418
100077,0,0,115,24,2,1,0,0,0,0,0,25273.21628,28491.51568,1.273941532,103.8088174
100084,0,0,0,0,76,0,0,0,0,0,0,25399.108,28813.46463,1.276853136,103.8099486
100085,0,0,0,58,87,0,0,0,0,0,0,25262.42369,28854.31254,1.277222539,103.8087204
100086,0,0,0,58,72,0,0,0,0,0,0,25240.6993,28802.77661,1.276756464,103.8085252
100087,0,0,0,58,72,0,0,0,0,0,0,25198.7795,28815.09259,1.276867842,103.8081486
100088,0,0,0,58,87,0,0,0,0,0,0,25210.61528,28870.52901,1.27736919,103.8082549
100113,0,0,0,0,96,0,0,0,0,0,0,25102.88375,29318.43248,1.281419862,103.8072869
100114,0,0,0,0,96,0,0,0,0,0,0,25055.62529,29355.96309,1.281759271,103.8068622
101070,0,0,48,122,0,0,0,0,0,0,0,25557.69804,28760.65926,1.276375595,103.8113736
101080,0,0,0,140,0,0,0,0,0,0,0,25024.13947,28462.79166,1.27368174,103.8065794
101090,0,0,48,174,0,0,0,0,0,0,0,25081.76811,28911.33355,1.2777382,103.8070972
101091,0,0,112,116,0,0,0,0,0,0,0,25085.52476,28792.20313,1.276660827,103.8071309
101092,0,38,58,0,0,0,0,0,78,0,0,25128.16832,28777.64132,1.276529139,103.8075141
101093,0,0,56,172,0,0,0,0,0,0,0,25107.21056,28644.69165,1.275326787,103.8073258
101102,0,37,0,0,0,0,0,0,77,0,0,25775.69578,29193.64092,1.280291346,103.8133324
101103,0,0,0,96,0,0,0,0,0,0,0,25778.04103,29239.04634,1.280701976,103.8133534
101104,0,0,0,48,48,0,0,0,0,0,0,25662.77716,29211.8057,1.280455613,103.8123177
101105,0,0,80,80,0,0,0,0,0,0,0,25561.27838,29279.87113,1.281071165,103.8114057
101106,0,0,0,48,48,0,0,0,0,0,0,25512.54774,29229.28183,1.28061365,103.8109679
101109,0,0,0,48,48,0,0,0,0,0,0,25342.52558,29267.32811,1.280957713,103.8094402
101110,0,0,48,96,0,0,0,0,0,0,0,25320.58129,29319.41126,1.281428733,103.809243
101111,0,0,0,48,48,0,0,0,0,0,0,25258.80554,29285.57153,1.281122693,103.8086879
101112,0,0,0,48,41,0,0,0,0,0,0,25198.73165,29324.67898,1.281476362,103.8081481
102070,0,0,48,122,0,0,0,0,0,0,0,25481.37792,28780.66579,1.276556521,103.8106878
102080,0,7,30,0,0,0,0,0,83,0,0,25049.83702,28440.13472,1.273476841,103.8068103
102090,0,0,0,116,0,0,0,0,0,0,0,25061.02195,28856.60928,1.277243291,103.8069108
102092,0,21,56,116,0,0,0,0,35,0,0,25107.96692,28705.12937,1.275873365,103.8073326
102093,0,0,56,228,0,0,0,0,0,0,0,25143.64979,28655.26635,1.275422424,103.8076532
102103,0,0,0,38,38,0,0,0,0,0,0,25753.80724,29242.91084,1.280736924,103.8131357
102104,0,0,0,38,38,0,0,0,0,0,0,25638.63475,29215.76742,1.28049144,103.8121008
102106,0,0,0,38,38,0,0,0,0,0,0,25488.40219,29233.24666,1.280649504,103.8107509
102109,0,0,0,48,48,0,0,0,0,0,0,25318.61187,29271.93472,1.280999372,103.8092253
102111,0,0,0,48,48,0,0,0,0,0,0,25234.75146,29290.26107,1.281165101,103.8084718
102112,0,0,0,48,41,0,0,0,0,0,0,25152.38449,29334.89406,1.281568739,103.8077317
103070,0,0,0,152,0,0,0,0,0,0,0,25500.91933,28718.68041,1.275995949,103.8108634
103080,0,0,70,70,0,0,0,0,0,0,0,25096.47411,28442.07105,1.273494356,103.8072294
120101,0,0,0,18,94,0,0,0,0,0,0,20834.56978,33815.53512,1.322089368,103.7689334
120102,0,0,0,0,0,8,0,0,0,0,0,20864.44861,33837.22967,1.322285572,103.7692019
120103,0,0,0,18,86,0,0,0,0,0,0,20861.5917,33870.73121,1.322588548,103.7691762
120104,0,0,0,0,0,16,0,0,0,0,0,20863.03355,33910.66394,1.322949685,103.7691892
120105,0,0,42,0,0,0,0,0,0,0,0,20940.81924,33884.35674,1.32271179,103.7698881
120109,0,0,47,0,0,0,0,0,0,0,0,21039.64433,33803.51138,1.321980677,103.7707761
120110,0,0,0,0,0,24,0,0,0,0,0,21053.29703,33899.09219,1.322845078,103.7708988
120111,0,0,0,0,0,72,0,0,0,0,0,21078.59738,33940.11215,1.323216054,103.7711261
120112,0,0,0,0,0,24,0,0,0,0,0,20936.96855,33949.53497,1.323301238,103.7698535
120113,0,0,0,96,0,0,0,0,0,0,0,20968.0041,33991.85926,1.323684011,103.7701323
120114,0,0,0,0,72,0,0,0,0,0,0,21023.33355,34017.45224,1.323915477,103.7706295
120115,0,0,0,0,0,98,0,0,0,0,0,21101.15147,33976.49947,1.323545133,103.7713288
120116,0,0,0,0,0,98,0,0,0,0,0,21167.51348,34039.23877,1.324112539,103.771925
120117,0,0,0,140,0,0,0,0,0,0,0,21085.10726,34077.72566,1.324460582,103.7711846
120118,0,0,0,140,0,0,0,0,0,0,0,21163.74439,34128.30113,1.324917987,103.7718911
120201,0,0,0,0,0,88,0,0,0,0,0,20202.449,33600.46436,1.32014419,103.7632535
120202,0,0,0,96,0,0,0,0,0,0,0,20142.48349,33661.08039,1.320692364,103.7627147
120203,0,0,0,0,8,0,0,0,0,0,0,20098.21036,33669.80801,1.320771283,103.7623169
120204,0,0,0,12,72,0,0,0,0,0,0,20200.02087,33693.53496,1.320985887,103.7632317
120205,0,0,0,96,0,0,0,0,0,0,0,20111.3295,33701.72844,1.321059963,103.7624347
120206,0,0,0,0,0,85,0,0,0,0,0,20088.39485,33750.51429,1.321501158,103.7622287
120301,0,0,0,112,0,0,0,0,0,0,0,20387.0426,33825.18119,1.322176495,103.7649121
120302,0,0,0,112,0,0,0,0,0,0,0,20386.82821,33776.76513,1.321738637,103.7649102
120303,0,0,128,22,1,1,0,0,0,0,0,20376.3326,33731.52249,1.321329477,103.7648159
120304,0,0,172,22,0,2,0,0,0,0,0,20381.14797,33686.30781,1.320920573,103.7648592
120305,0,0,184,22,3,4,0,0,0,0,0,20509.6694,33812.41679,1.322061089,103.766014
120306,0,0,172,22,0,2,0,0,0,0,0,20497.12008,33743.54796,1.321438261,103.7659013
120307,0,0,120,22,3,3,0,0,0,0,0,20631.13799,33741.07146,1.321415897,103.7671055
120308,0,0,123,20,1,1,0,0,0,0,0,20609.43058,33700.81765,1.32105185,103.7669104
120309,0,0,174,22,0,1,0,0,0,0,0,20550.12946,33686.21934,1.320919814,103.7663776
120310,0,0,172,22,0,2,0,0,0,0,0,20501.97237,33614.38518,1.32027016,103.7659449
120315,0,0,0,88,0,0,0,0,0,0,0,20443.49105,33415.37461,1.318470366,103.7654195
120316,0,0,0,88,0,0,0,0,0,0,0,20344.06687,33415.34746,1.318470095,103.7645261
120317,0,0,0,88,0,0,0,0,0,0,0,20343.29268,33367.56933,1.318038007,103.7645191
120318,0,0,0,88,0,0,0,0,0,0,0,20442.8103,33367.50613,1.31803746,103.7654134
120319,0,0,140,0,2,0,0,0,0,0,0,20373.10319,33294.83566,1.317380237,103.764787
120320,0,0,176,0,2,0,0,0,0,0,0,20431.38365,33241.88043,1.316901344,103.7653107
120321,0,0,99,27,0,0,0,0,0,0,0,20544.94219,33203.05987,1.316550292,103.7663311
120322,0,0,97,27,1,0,0,0,0,0,0,20544.63195,33159.12771,1.316152986,103.7663283
120323,0,0,97,27,1,0,0,0,0,0,0,20629.41381,33123.34157,1.315829369,103.7670901
120324,0,0,0,132,0,0,0,0,0,0,0,20514.15157,33046.57488,1.315135091,103.7660545
120325,0,0,24,8,1,0,0,0,0,0,0,20599.0579,33042.32592,1.315096685,103.7668174
120326,0,0,162,24,2,1,0,0,0,0,0,20547.96557,32968.69887,1.314430816,103.7663583
120327,0,0,105,45,0,0,0,0,0,0,0,20567.40942,32919.2089,1.313983252,103.7665331
120328,0,0,31,8,0,0,0,0,0,0,0,20629.28151,32920.13201,1.313991615,103.767089
120329,0,0,190,22,2,2,0,0,0,0,0,20657.13435,32817.91212,1.313067181,103.7673393
120330,0,0,119,33,1,0,0,0,0,0,0,20706.38514,32892.82796,1.313744705,103.7677818
120331,0,0,121,33,0,0,0,0,0,0,0,20724.23571,32936.29992,1.314137854,103.7679422
120332,0,0,0,130,0,0,0,0,0,0,0,20673.63818,33002.91606,1.314740295,103.7674876
120333,0,0,0,130,0,0,0,0,0,0,0,20674.8857,33052.00029,1.315184195,103.7674987
120334,0,0,117,33,2,0,0,0,0,0,0,20778.82647,33052.08955,1.315185027,103.7684327
120335,0,0,117,33,1,1,0,0,0,0,0,20787.05682,33252.12878,1.316994112,103.7685066
120336,0,0,0,0,96,0,0,0,0,0,0,20867.68967,33217.33101,1.316679432,103.7692312
120337,0,0,0,0,96,0,0,0,0,0,0,20854.50312,33148.35972,1.316055677,103.7691127
120338,0,0,0,0,96,0,0,0,0,0,0,20901.18014,33174.31273,1.316290398,103.7695321
120339,0,0,174,22,0,1,0,0,0,0,0,20857.53616,33547.25757,1.319663167,103.7691398
120340,0,0,0,16,94,0,0,0,0,0,0,20961.19111,33443.93227,1.318728754,103.7700713
120341,0,0,130,22,1,0,0,0,0,0,0,20848.3951,33487.25583,1.319120531,103.7690577
120342,0,0,0,12,76,0,0,0,0,0,0,20936.17513,33403.51337,1.318363214,103.7698465
120343,0,0,128,22,1,1,0,0,0,0,0,21057.25385,33353.23314,1.317908526,103.7709344
120344,0,220,0,0,0,0,0,0,0,0,0,20851.80721,33376.70393,1.31812074,103.7690884
120345,0,0,119,20,2,2,0,0,0,0,0,20850.50729,33330.49156,1.317702812,103.7690767
120346,0,0,174,22,0,1,0,0,0,0,0,20959.39703,33254.60561,1.317016551,103.7700552
120347,0,0,0,110,0,0,0,0,0,0,0,21041.04791,33272.61872,1.317179474,103.7707888
120348,0,0,0,110,0,0,0,0,0,0,0,21053.09385,33228.13287,1.316777163,103.7708971
120349,0,0,0,90,0,0,0,0,0,0,0,21070.5987,33137.62412,1.315958638,103.7710544
120350,0,0,0,90,0,0,0,0,0,0,0,20974.58554,33100.19857,1.315620153,103.7701917
120351,0,0,192,18,2,1,0,0,0,0,0,21049.11454,33070.33228,1.31535007,103.7708614
120352,0,0,58,10,0,1,0,0,0,0,0,21103.55269,32951.85346,1.314278602,103.7713506
120354,0,0,97,10,0,0,0,0,0,0,0,21049.07734,32867.29395,1.313513864,103.7708611
120355,0,0,0,0,96,0,0,0,0,0,0,20904.7797,32970.95444,1.314451299,103.7695645
120356,0,0,0,0,96,0,0,0,0,0,0,20934.48022,32916.5919,1.313959671,103.7698314
120357,0,0,0,0,96,0,0,0,0,0,0,20864.5201,32930.20819,1.314082796,103.7692027
120358,0,0,0,88,0,0,0,0,0,0,0,20851.34145,32875.24768,1.313585749,103.7690843
120359,0,0,0,88,0,0,0,0,0,0,0,20937.08478,32864.98135,1.313492924,103.7698548
120362,0,0,120,22,2,4,0,0,0,0,0,20942.39926,32779.17546,1.312716928,103.7699026
120363,0,0,124,22,0,4,0,0,0,0,0,20832.71481,32790.65099,1.312820683,103.768917
120364,0,0,130,22,0,1,0,0,0,0,0,20814.38324,32744.84427,1.312406419,103.7687523
120365,0,0,132,22,0,0,0,0,0,0,0,20946.99182,32733.05026,1.312299789,103.7699438
120366,84,42,42,0,0,0,0,0,0,0,0,21139.80893,32760.66114,1.312549536,103.7716764
120367,84,42,42,0,0,0,0,0,0,0,0,21136.72441,32803.91106,1.312940672,103.7716487
120371,0,0,142,22,1,5,0,0,0,0,0,20754.26519,33648.0482,1.320574657,103.7682119
120372,0,0,0,16,94,0,0,0,0,0,0,20707.03823,33561.15902,1.319788851,103.7677875
120373,0,0,0,110,0,0,0,0,0,0,0,20656.99421,33528.13496,1.319490182,103.7673379
120374,0,0,146,22,4,0,0,0,0,0,0,20617.5721,33487.88719,1.319126186,103.7669837
120375,0,0,128,22,1,1,0,0,0,0,0,20586.18571,33417.87214,1.318492987,103.7667016
120376,0,0,128,22,0,2,0,0,0,0,0,20585.17806,33374.42478,1.318100065,103.7666926
120377,0,0,126,22,1,2,0,0,0,0,0,20727.91733,33315.14451,1.31756399,103.7679752
120378,0,0,14,5,0,0,0,0,0,0,0,20665.79278,33298.34454,1.317412042,103.767417
120379,0,0,130,22,0,1,0,0,0,0,0,20711.92787,33360.92602,1.317978017,103.7678315
120380,0,0,10,5,0,0,0,0,0,0,0,20683.05046,33401.42743,1.318344291,103.767572
120381,0,0,0,110,0,0,0,0,0,0,0,20733.83478,33424.76377,1.318555348,103.7680283
120410,0,0,0,130,0,0,0,0,0,0,0,20918.96285,32638.11612,1.311441232,103.769692
120411,0,0,0,130,0,0,0,0,0,0,0,20905.67578,32575.96999,1.310879202,103.7695726
120412,0,0,0,130,0,0,0,0,0,0,0,21027.17292,32579.22195,1.310908639,103.7706643
120413,0,0,0,0,96,0,0,0,0,0,0,21075.36815,32627.72612,1.311347304,103.7710974
120414,0,0,0,0,96,0,0,0,0,0,0,21134.09324,32653.57359,1.311581073,103.771625
120415,0,0,0,0,96,0,0,0,0,0,0,21129.64082,32587.99994,1.310988047,103.7715851
120416,0,0,0,74,148,0,0,0,0,0,0,21104.1112,32515.89192,1.310335922,103.7713557
120417,0,0,68,68,0,0,0,0,0,0,0,21053.60428,32503.70164,1.310225666,103.7709018
120418,0,104,50,50,0,0,0,0,0,0,0,20953.59811,32498.18121,1.310175719,103.7700032
120419,136,85,0,0,0,0,0,0,0,0,0,20907.58578,32502.89654,1.310218352,103.7695898
120420,0,0,76,224,0,0,0,0,0,0,0,20855.72882,32483.78361,1.31004549,103.7691238
120421,0,0,76,224,0,0,0,0,0,0,0,20770.26239,32379.01577,1.309097987,103.7683559
120422,170,119,0,0,0,0,0,0,0,0,0,20879.37202,32391.39752,1.309209989,103.7693363
120423,0,104,50,50,0,0,0,0,0,0,0,20944.20072,32418.61207,1.309456122,103.7699188
120424,0,0,68,68,0,0,0,0,0,0,0,21008.9749,32427.89983,1.309540132,103.7705008
120425,0,0,0,74,148,0,0,0,0,0,0,21078.22941,32437.45083,1.309626523,103.7711231
120426,0,0,126,22,1,2,0,0,0,0,0,20309.0108,32653.52147,1.311580406,103.7642113
